,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition
237,1698,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
238,1699,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal
239,1700,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
240,1701,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
241,1702,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
242,1703,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
243,1704,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
244,1705,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
245,1706,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,GdPrv,WD,Normal
246,1707,20,FV,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial
247,1708,20,FV,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal
248,1709,20,FV,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal
249,1710,20,FV,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
250,1711,60,FV,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,Gd,3,None,WD,Normal
251,1712,20,FV,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,New,Partial
252,1713,20,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal
253,1714,20,FV,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
254,1715,60,FV,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
255,1716,20,RL,Pave,Reg,AllPub,1Story,7,6,Gable,TA,PConc,TA,2,None,WD,Normal
256,1717,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,Gd,2,None,WD,Normal
257,1718,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,0,None,WD,Normal
258,1719,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
259,1720,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
260,1721,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
261,1722,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,0,None,WD,Normal
262,1723,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,2,None,WD,Normal
263,1724,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,New,Partial
264,1725,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
265,1726,60,RL,Pave,Reg,AllPub,2Story,6,6,Gable,Gd,PConc,Gd,2,None,WD,Normal
266,1727,120,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
267,1728,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
268,1729,60,RL,Pave,IR1,AllPub,2Story,6,7,Gable,Gd,CBlock,TA,2,None,WD,Normal
269,1730,90,RL,Pave,Reg,AllPub,2Story,6,7,Gable,TA,Slab,None,2,None,WD,Normal
270,1731,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,MnPrv,WD,Normal
271,1732,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal
272,1733,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal
273,1734,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,Oth,Family
274,1735,20,RL,Pave,IR1,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,GdWo,WD,Normal
275,1736,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal
276,1737,20,RL,Pave,IR1,AllPub,1Story,8,8,Gable,Gd,CBlock,Gd,3,MnPrv,WD,Normal
277,1738,60,RL,Pave,Reg,AllPub,2Story,7,8,Gable,Gd,PConc,TA,2,GdPrv,WD,Normal
278,1739,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal
279,1740,120,FV,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial
280,1741,120,FV,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
281,1742,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
282,1743,160,FV,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal
283,1744,20,RL,Pave,IR1,AllPub,1Story,8,9,Gable,Ex,CBlock,Gd,2,None,WD,Normal
284,1745,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,CBlock,TA,2,None,WD,Normal
285,1746,80,RL,Pave,Reg,AllPub,SLvl,8,5,Gable,Gd,CBlock,TA,2,None,WD,Abnorml
286,1747,60,RL,Pave,IR1,AllPub,2Story,7,6,Gable,TA,CBlock,TA,2,None,WD,Normal
287,1748,60,RL,Pave,Reg,AllPub,2Story,6,7,Gable,TA,PConc,TA,2,None,WD,Normal
288,1749,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal
289,1750,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Abnorml
290,1751,60,RL,Pave,IR1,AllPub,2Story,7,7,Hip,Gd,PConc,TA,2,None,WD,Normal
291,1752,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,PConc,TA,1,GdPrv,WD,Normal
292,1753,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,COD,Normal
293,1754,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,CBlock,TA,2,None,COD,Abnorml
294,1755,85,RL,Pave,Reg,AllPub,SFoyer,6,5,Hip,TA,CBlock,TA,2,None,WD,Normal
295,1756,20,RL,Pave,Reg,AllPub,1Story,4,7,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
296,1757,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,1,None,WD,Normal
297,1758,20,RL,Pave,IR1,AllPub,1Story,4,5,Gable,TA,CBlock,TA,3,MnPrv,WD,Normal
298,1759,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,Gd,CBlock,TA,2,None,WD,Normal
299,1760,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal
300,1761,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,Gd,CBlock,TA,2,None,COD,Abnorml
301,1762,60,RL,Pave,IR1,AllPub,2Story,5,6,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal
302,1763,80,RL,Pave,Reg,AllPub,SLvl,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal
303,1764,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
304,1765,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal
305,1766,20,RL,Pave,IR1,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,GdPrv,WD,Normal
306,1767,20,RL,Pave,IR1,AllPub,1Story,6,8,Gable,Gd,CBlock,TA,2,GdWo,WD,Normal
307,1768,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal
308,1769,20,RL,Pave,IR1,AllPub,1Story,7,6,Gable,TA,CBlock,TA,2,None,WD,Normal
309,1770,20,RL,Pave,IR1,AllPub,1Story,6,8,Hip,TA,CBlock,TA,1,None,WD,Normal
310,1771,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,COD,Abnorml
311,1772,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal
312,1773,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,1,None,WD,Family
313,1774,90,RL,Pave,Reg,AllPub,1Story,5,4,Hip,TA,PConc,TA,2,None,WD,Normal
314,1775,20,RL,Pave,IR1,AllPub,1Story,6,7,Hip,TA,CBlock,TA,1,None,WD,Normal
315,1776,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,WD,Normal
316,1777,30,RL,Pave,Reg,AllPub,1Story,5,6,Gable,Gd,CBlock,TA,1,None,WD,Normal
317,1778,20,RL,Pave,Reg,AllPub,1Story,5,8,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal
318,1779,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,Slab,None,1,MnPrv,ConLD,Normal
319,1780,60,RL,Pave,Reg,AllPub,2Story,7,7,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
320,1781,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,GdWo,WD,Normal
321,1782,20,RL,Pave,Reg,AllPub,1Story,3,5,Gable,TA,CBlock,TA,1,None,WD,Normal
322,1783,60,RL,Pave,Reg,AllPub,2Story,5,7,Gable,Gd,BrkTil,TA,2,None,WD,Normal
323,1784,70,RL,Pave,Reg,AllPub,2Story,4,8,Gable,Gd,BrkTil,TA,1,None,WD,Normal
324,1785,30,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,BrkTil,TA,1,GdWo,WD,Normal
325,1786,50,RL,Pave,Reg,AllPub,1.5Fin,4,5,Gable,TA,BrkTil,TA,2,None,WD,Normal
326,1787,70,RL,Pave,Reg,AllPub,2Story,7,9,Gable,Gd,PConc,TA,2,None,WD,Normal
327,1788,30,RL,Pave,Reg,AllPub,1Story,2,5,Gable,TA,PConc,TA,0,None,WD,Normal
328,1789,30,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,BrkTil,TA,2,None,WD,Normal
329,1790,30,RL,Pave,Reg,AllPub,1Story,3,5,Gable,TA,BrkTil,TA,1,None,WD,Normal
330,1791,90,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,3,None,WD,Normal
331,1792,20,RL,Pave,Reg,AllPub,1Story,6,7,Gable,TA,CBlock,TA,1,GdWo,WD,Normal
332,1793,20,RL,Pave,IR1,AllPub,1Story,6,4,Gable,TA,CBlock,Fa,2,MnPrv,WD,Normal
333,1794,20,RL,Pave,Reg,AllPub,1Story,6,9,Hip,Gd,CBlock,TA,2,None,WD,Normal
334,1795,20,RL,Pave,IR1,AllPub,1Story,6,6,Hip,TA,CBlock,TA,1,None,WD,Normal
335,1796,20,RL,Pave,IR1,AllPub,1Story,6,6,Flat,TA,CBlock,TA,1,None,WD,Normal
336,1797,50,RL,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,CBlock,TA,2,None,COD,Abnorml
337,1798,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,GdWo,WD,Normal
338,1799,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,CBlock,Gd,1,None,WD,Normal
339,1800,80,RL,Pave,Reg,AllPub,SLvl,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal
340,1801,50,RL,Pave,Reg,AllPub,1.5Fin,4,7,Gable,TA,CBlock,TA,1,None,WD,Normal
341,1802,50,RL,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,CBlock,TA,2,None,COD,Abnorml
342,1803,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
343,1804,90,RL,Pave,IR1,AllPub,SFoyer,5,7,Gable,Gd,CBlock,TA,2,None,WD,Normal
344,1805,20,RL,Pave,Reg,AllPub,1Story,6,6,Hip,TA,CBlock,TA,1,None,WD,Normal
345,1806,50,RM,Pave,Reg,AllPub,1.5Fin,6,8,Gable,TA,PConc,TA,1,None,WD,Normal
346,1807,90,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
347,1808,50,RM,Pave,Reg,AllPub,1.5Fin,5,8,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal
348,1809,70,RM,Pave,Reg,AllPub,2Story,5,8,Gable,TA,CBlock,TA,0,None,WD,Normal
349,1810,70,RM,Pave,Reg,AllPub,2Story,5,6,Gable,TA,BrkTil,TA,2,MnPrv,WD,Normal
350,1811,190,RM,Pave,Reg,AllPub,2Story,4,6,Gable,TA,BrkTil,Po,0,None,WD,Normal
351,1812,50,RM,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,BrkTil,TA,0,None,WD,Normal
352,1813,50,RM,Pave,Reg,AllPub,1.5Fin,5,7,Gable,Ex,CBlock,TA,1,MnPrv,WD,Normal
353,1814,30,RM,Pave,Reg,AllPub,1Story,4,6,Gable,TA,BrkTil,TA,2,None,Oth,Normal
354,1815,30,RM,Pave,Reg,AllPub,1Story,2,4,Gable,Gd,BrkTil,None,1,None,WD,Normal
355,1816,30,RM,Pave,Reg,AllPub,1Story,5,8,Gable,TA,PConc,TA,1,GdWo,WD,Normal
356,1817,70,RM,Pave,Reg,AllPub,2Story,4,4,Gable,Gd,BrkTil,TA,2,None,WD,Normal
357,1818,70,RM,Pave,Reg,AllPub,2Story,6,7,Gable,TA,BrkTil,Gd,1,None,WD,Normal
358,1819,70,RM,Pave,Reg,AllPub,2Story,6,7,Gable,TA,BrkTil,TA,1,None,WD,Normal
359,1820,30,C (all),Pave,Reg,AllPub,1Story,4,3,Gable,TA,BrkTil,TA,0,None,WD,Normal
360,1821,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,BrkTil,TA,1,None,ConLI,Family
361,1822,70,RM,Pave,Reg,AllPub,2Story,6,7,Gable,TA,PConc,TA,3,MnPrv,WD,Normal
362,1823,30,C (all),Pave,Reg,AllPub,1Story,3,3,Mansard,Fa,CBlock,TA,0,None,WD,Abnorml
363,1824,30,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,BrkTil,TA,1,GdWo,WD,Normal
364,1825,70,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal
365,1826,50,RM,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,BrkTil,TA,1,None,WD,Normal
366,1827,30,RM,Pave,Reg,AllPub,1Story,5,6,Gable,TA,BrkTil,TA,1,MnPrv,WD,Abnorml
367,1828,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,BrkTil,Fa,1,None,WD,Normal
368,1829,30,RM,Pave,Reg,AllPub,1Story,5,5,Hip,Fa,BrkTil,TA,2,None,WD,Normal
369,1830,70,RM,Pave,Reg,AllPub,2Story,6,6,Gable,TA,PConc,TA,2,None,WD,Normal
370,1831,70,RM,Pave,Reg,AllPub,2Story,7,8,Gable,Gd,BrkTil,TA,1,None,WD,Normal
371,1832,90,RM,Pave,Reg,AllPub,2Story,5,1,Hip,TA,BrkTil,Fa,0,None,WD,Abnorml
372,1833,70,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,Fa,1,MnPrv,WD,Normal
373,1834,70,RM,Pave,IR2,AllPub,2Story,6,7,Gable,TA,BrkTil,TA,1,None,WD,Normal
374,1835,190,RM,Pave,IR3,AllPub,2.5Unf,7,5,Gable,Fa,BrkTil,Fa,0,None,WD,Normal
375,1836,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,Fa,BrkTil,TA,1,None,WD,Normal
376,1837,85,RM,Pave,Reg,AllPub,SFoyer,4,6,Hip,Gd,PConc,Fa,0,None,COD,Abnorml
377,1838,190,RM,Pave,Reg,AllPub,2Story,6,7,Gable,Gd,CBlock,TA,1,None,WD,Normal
378,1839,20,RL,Pave,IR1,AllPub,1Story,4,9,Gable,Gd,CBlock,TA,1,None,WD,Normal
379,1840,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,Gd,CBlock,Gd,0,None,WD,Alloca
380,1841,90,RL,Pave,IR1,AllPub,SFoyer,5,5,Gable,TA,PConc,Gd,1,None,WD,Normal
381,1842,50,RL,Pave,Reg,AllPub,1.5Fin,5,3,Gable,TA,PConc,TA,1,None,WD,Normal
382,1843,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,None,WD,Abnorml
383,1844,85,RL,Pave,IR1,AllPub,SFoyer,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
384,1845,80,RL,Pave,Reg,AllPub,SLvl,5,5,Hip,TA,CBlock,Gd,1,None,WD,Normal
385,1846,80,RL,Pave,Reg,AllPub,SLvl,6,5,Hip,TA,CBlock,TA,2,MnPrv,COD,Normal
386,1847,80,RL,Pave,Reg,AllPub,SLvl,5,5,Hip,TA,CBlock,TA,1,None,WD,Normal
387,1848,20,RL,Pave,Reg,AllPub,1Story,2,2,Gable,TA,Slab,None,0,None,WD,Normal
388,1849,20,RL,Pave,IR1,AllPub,1Story,4,5,Gable,TA,CBlock,None,2,None,WD,Normal
389,1850,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,GdPrv,WD,Normal
390,1851,60,RL,Pave,Reg,AllPub,2Story,6,7,Hip,TA,CBlock,TA,1,None,WD,Normal
391,1852,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
392,1853,120,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal
393,1854,80,RL,Pave,IR1,AllPub,SLvl,7,6,Gable,TA,PConc,TA,2,None,WD,Normal
394,1855,80,RL,Pave,IR1,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
395,1856,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,Gd,PConc,Gd,2,MnPrv,WD,Normal
396,1857,70,RL,Pave,Reg,AllPub,2Story,5,7,Gable,TA,PConc,None,2,None,WD,Normal
397,1858,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,Slab,None,2,None,WD,Alloca
398,1859,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,Slab,None,2,GdPrv,WD,Alloca
399,1860,90,RL,Pave,Reg,AllPub,SFoyer,5,5,Gable,TA,CBlock,TA,2,None,WD,Alloca
400,1861,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,Slab,None,2,None,WD,Alloca
401,1862,90,RL,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,4,None,WD,Normal
402,1863,90,RL,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,4,None,WD,Normal
403,1864,90,RL,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,4,None,WD,Normal
404,1865,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial
405,1866,20,RL,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal
406,1867,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
407,1868,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
408,1869,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
409,1870,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
410,1871,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
411,1872,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
412,1873,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
413,1874,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,PConc,TA,1,None,WD,Normal
414,1875,20,RL,Pave,IR2,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal
415,1876,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
416,1877,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
417,1878,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Family
418,1879,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal
419,1880,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,2,None,WD,Normal
420,1881,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,WD,Normal
421,1882,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
422,1883,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
423,1884,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
424,1885,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
425,1886,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
426,1887,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
427,1888,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
428,1889,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
429,1890,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
430,1891,180,RM,Pave,Reg,AllPub,SFoyer,6,5,Gable,TA,Wood,TA,2,None,WD,Normal
431,1892,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
432,1893,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal
433,1894,90,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,0,None,WD,Normal
434,1895,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,None,WD,Normal
435,1896,50,RL,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal
436,1897,50,RH,Pave,Reg,AllPub,1.5Fin,5,4,Gable,TA,PConc,Fa,1,None,WD,Abnorml
437,1898,70,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,BrkTil,TA,1,None,WD,Normal
438,1899,30,RL,Pave,Reg,AllPub,1Story,6,8,Gable,TA,BrkTil,TA,2,None,WD,Normal
439,1900,70,RL,Pave,Reg,AllPub,2Story,7,8,Gambrel,TA,BrkTil,Fa,1,MnPrv,WD,Normal
440,1901,50,RL,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal
441,1902,20,RL,Pave,IR1,AllPub,1Story,5,4,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
442,1903,90,RL,Pave,IR1,AllPub,2.5Unf,7,6,Gable,TA,BrkTil,TA,2,None,WD,Normal
443,1904,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,Gd,BrkTil,TA,1,MnPrv,WD,Family
444,1905,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal
445,1906,50,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,BrkTil,TA,1,None,WD,Normal
446,1907,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
447,1908,160,RM,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal
448,1909,160,RM,Pave,Reg,AllPub,2Story,6,6,Gable,Gd,CBlock,TA,2,GdPrv,WD,Normal
449,1910,160,RM,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal
450,1911,80,RL,Pave,IR1,AllPub,SLvl,6,6,Gable,Gd,CBlock,TA,2,None,WD,Normal
451,1912,20,RL,Pave,Reg,AllPub,1Story,7,9,Hip,Gd,CBlock,TA,2,GdPrv,WD,Normal
452,1913,70,RM,Pave,Reg,AllPub,2Story,5,6,Gambrel,TA,BrkTil,TA,2,None,WD,Normal
453,1914,30,C (all),Pave,Reg,AllPub,1Story,4,6,Gable,TA,BrkTil,TA,1,None,WD,Normal
454,1915,120,RM,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,New,Partial
455,1916,30,RL,Grvl,Reg,AllPub,1Story,2,4,Gable,Fa,CBlock,None,1,None,ConLD,Normal
456,1917,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
457,1918,85,RL,Pave,Reg,AllPub,SFoyer,6,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
458,1919,85,RL,Pave,Reg,AllPub,SFoyer,6,7,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
459,1920,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,2,None,COD,Abnorml
460,1921,20,RL,Pave,IR1,AllPub,1Story,9,5,Gable,TA,CBlock,TA,3,None,WD,Normal
461,1922,20,RL,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal
462,1923,60,RL,Pave,IR1,AllPub,2Story,6,8,Gable,Gd,PConc,TA,2,None,WD,Normal
463,1924,80,RL,Pave,IR1,AllPub,SLvl,7,5,Hip,TA,PConc,TA,2,None,WD,Normal
464,1925,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Abnorml
465,1926,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal
466,1927,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
467,1928,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,WD,Normal
468,1929,85,RL,Pave,IR1,AllPub,SFoyer,5,8,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
469,1930,80,RL,Pave,Reg,AllPub,SLvl,6,5,Gable,Gd,CBlock,TA,1,None,WD,Normal
470,1931,85,RL,Pave,Reg,AllPub,SFoyer,5,6,Gable,TA,PConc,TA,2,GdPrv,WD,Normal
471,1932,60,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,PConc,TA,2,None,WD,Normal
472,1933,60,RL,Pave,IR1,AllPub,2Story,5,7,Gable,Ex,CBlock,TA,2,MnPrv,WD,Normal
473,1934,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
474,1935,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
